,no_items,total_value
190,2,372.3636051598642
191,3,339.28818649653465
192,6,329.6474245638361
193,3,85.59289955440096
194,3,100.94102720541652
195,11,113.97587130070754
196,1,108.81149207386176
197,2,350.1608775246887
198,14,356.9372830755004
199,8,72.2133629248415
200,2,111.81575259343967
201,5,88.84644929476246
202,5,332.1283669478286
203,12,114.64685740357146
204,1,385.48380296544667
205,11,360.6078238589746
206,2,352.2103498243714
207,7,389.90689616971144
208,8,124.83021613442769
209,7,341.1347700320602
210,13,87.71356433552494
211,12,89.26259415969857
212,11,89.55431977489455
213,11,382.8643858822202
214,2,108.08313292407166
215,9,353.29422775247826
216,2,371.9759641455883
217,15,108.61439651044259
218,11,105.81424118341296
219,2,321.49645505972103
220,2,396.519739030915
221,9,328.84910924714296
222,2,75.22372007945589
223,3,80.6262489932651
224,11,342.380085648637
225,10,322.9071505133566
226,1,310.1121712374073
227,2,358.9393680394975
228,10,347.2827085690343
229,2,112.41518123632449
230,3,358.72316444570595
231,10,375.61601672333904
232,9,87.08045407947937
233,11,137.14905836413087
234,6,395.91747462831415
235,10,354.8925411768336
236,1,334.0988804691531
237,3,350.27917041380596
238,3,108.62261987042513
239,11,109.96914898254101
240,14,105.96505306238619
241,2,403.64882623334717
242,3,356.5605158552562
243,3,318.9478080541846
244,12,368.11241146230117
245,10,335.6696729687494
246,14,122.94305995788704
247,11,348.54338718197636
248,1,400.63224030624053
249,11,333.7554350317152
250,1,137.83043550111128
251,9,70.91334493421792
252,1,101.65994082033495
253,2,83.89557515324191
254,3,89.20216070609331
255,10,378.1048286733653
256,2,332.21296626414596
257,10,357.8117477639087
258,2,132.5878281306512
259,11,74.27811059724925
260,1,366.446775225026
261,9,305.4234853762268
262,2,362.7935639404467
263,13,350.98940152127346
264,14,141.23693842741002
265,1,306.8702125975871
266,3,378.1221586281286
267,2,320.0009376185237
268,9,50.46120159113933
269,14,390.55538609850265
270,6,337.75210898457243
271,8,119.49578051220504
272,12,343.40552546688633
273,2,353.7916748687595
274,5,335.4360753328416
275,8,359.3055511970036
276,12,367.5521479395102
277,12,97.43382164966206
278,7,337.77321275327836
279,8,107.32063247098712
280,1,323.5735780599122
281,11,90.23755368944802
282,11,355.2129096900777
283,3,400.2879637027394
284,9,331.16630038612954
285,11,389.09610964434705
286,1,324.33555481774715
287,2,345.1894295690415
288,12,164.53899840999998
289,12,387.7806709346771
290,3,337.97659285376346
291,6,85.00538729678973
292,1,83.76265316342982
293,4,66.09508508521358
294,3,361.6002921527179
295,10,345.5509184785599
296,2,359.2495760150693
297,2,377.3163480850096
298,3,69.27013688331526
299,10,325.8587758264771
300,11,84.37633593460201
301,10,65.64271656354268
302,9,354.0589358989273
303,1,64.84043332434922
304,9,82.06115537722026
305,3,323.4253816422822
306,1,377.2837185592141
307,8,409.7178541282304
308,6,318.81498501703385
309,2,108.65111489422097
310,10,350.866734512207
311,3,290.767999560878
312,2,97.11063619435265
313,2,347.27732485420233
314,8,358.4020807571632
315,4,44.38165667723509
316,10,354.1669931926128
317,3,92.02074654261314
318,10,73.04944601028316
319,1,67.56362792966992
320,13,91.05086051600031
321,2,105.05306129300862
322,12,365.0461706611442
323,11,357.12892821329496
324,12,348.99501813154
325,2,79.99605459609138
326,3,367.16712216276807
327,9,369.37279924267256
328,3,375.60480439754076
329,3,137.2679633644821
330,13,371.1094026643019
331,12,376.25767345174285
332,9,328.08392652409566
333,3,343.9193174492962
334,13,335.51350191615995
335,12,371.5854938711959
336,12,327.91260661147965
337,10,321.3574268916109
338,2,370.1559673164811
339,1,332.62264987604243
340,2,88.1589632776436
341,2,96.8051078643614
342,1,344.51836158178173
343,3,338.38992596382997
344,10,336.87762161398166
345,2,137.61405719450153
346,3,319.8751907597703
347,9,374.94095165728515
348,2,312.1479530739467
349,8,340.99382217977416
350,3,371.46152143481123
351,9,131.28318605959055
352,11,337.4166584529424
353,9,129.45314409017578
354,2,334.4446846664461
355,10,341.3239728922507
356,2,365.8139388479915
357,2,312.18510023162276
358,13,372.92718243434706
359,11,74.46612808627545
360,1,353.2064692045987
361,2,329.07955547144445
362,1,311.4637740443517
363,2,81.68665864510187
364,9,326.7856594642655
365,6,357.63651884027814
366,3,104.10618763303317
367,1,89.4195408957542
368,2,97.12373483664418
369,13,117.50337503500394
370,10,75.1907578782313
371,9,351.4838221843499
372,11,381.1204644547158
373,12,101.8744679581541
374,12,83.02240662542343
375,3,332.16036637415914
376,2,349.3813104154088
377,9,120.30657796144511
378,11,328.0718427954743
379,11,352.2693968973617
380,12,123.74323423995223
381,7,45.93508855989922
382,1,171.3774016910566
383,1,58.72168515555258
384,10,352.25714219242053
385,11,84.09567098494543
386,2,320.17131120263906
387,12,86.21690716770334
388,1,116.49495642969703
389,1,406.1335318148988
390,2,360.0757144611086
391,3,100.04833157803654
392,13,393.1894352108796
393,2,323.0889756987515
394,10,129.98397292437258
395,8,88.35273112690139
396,11,329.9390973117809
397,14,369.4617284957295
398,12,350.6184509977822
399,2,289.9409448585836
400,7,89.49974374211364
401,8,373.8264563794211
402,9,372.97804704923175
403,11,320.5892919280818
404,9,101.40400321612529
405,11,342.86549277042815
406,9,339.72976865889024
407,2,102.0727182979165
408,8,103.00913392715235
409,2,85.508894266055
410,11,334.3715732608914
411,3,65.70185516910574
412,6,403.92503659469287
413,9,325.7907282027835
414,2,100.71160546018808
415,2,119.95232159728593
416,11,354.199749486014
417,10,337.06653059947917
418,8,399.4917902819439
419,6,334.859500825733
420,1,327.93818142825603
421,2,370.68628099952906
422,2,88.76141462978453
423,1,73.74257454151905
424,2,351.0411108552436
425,9,367.06823231340024
426,3,361.46512023732816
427,7,91.01084036770384
428,9,358.78967199263127
429,13,313.8854826743314
430,2,325.06538269598855
431,2,119.58743903749067
432,3,370.9725177999228
433,8,352.18815694429946
434,1,376.6248193765242
435,2,349.73028925727715
436,9,82.23667344318416
437,1,307.1579570770581
438,2,79.64951743006992
439,4,350.21722675268035
440,1,350.71587755702836
441,1,86.50113762815621
442,2,338.2554371280275
443,12,105.78741115278301
444,12,355.7386082384404
445,1,372.8798715596297
446,3,100.22193759538702
447,1,93.19216193644301
448,3,327.3453340232398
449,3,108.50425859351772
450,13,113.4306471793654
451,12,372.9043124082375
452,8,119.88113137290203
453,12,364.7774986425302
454,12,381.13554314902694
455,2,339.81610333993365
456,10,294.9223318962777
457,2,388.4218496956352
458,10,320.168030296887
459,8,329.1349221827361
460,2,344.3080863024363
461,1,340.0981147509734
462,11,351.56468853477134
463,3,94.51791613325183
464,10,20.383913907827832
465,9,314.5411817104799
466,2,89.95471899776932
467,2,381.12450668862664
468,9,349.5148080515016
469,10,148.60748459999394
470,10,79.87243997952918
471,9,377.8351492304912
472,3,79.93422606343174
473,10,114.74141773762159
474,11,381.1832552218195
475,8,357.3053610359939
476,3,102.40013647770346
477,8,118.45301487756508
478,2,114.33367409054706
479,12,330.53971619179026
480,11,382.44057163505784
481,3,135.0019651471822
482,1,354.10016914549635
483,3,134.13353087582948
484,13,347.91206781881084
485,9,83.21216343862572
486,11,332.4654784587459
487,2,382.0409110218702
488,3,350.72856301935894
489,2,375.33856606629354
490,9,114.57298136158694
491,9,377.6533524768244
492,3,294.2051527914949
493,10,365.6519667111936
494,11,321.5130346407359
495,1,353.55546733206194
496,13,53.71866062688693
497,8,387.0038768604521
498,13,352.6913427935945
499,11,294.3825997793819
500,8,65.29071920297939
501,12,376.06466414293584
502,3,115.72061215856037
503,10,360.36094999150635
504,1,50.71475303074738
505,13,57.776467353772084
506,5,318.08765069646927
507,11,364.2755320399689
508,1,143.3292892895278
509,10,332.21676765852243
510,11,121.81718915386358
511,2,117.01846470447677
512,1,363.5039566882914
513,10,365.6561977380695
514,11,338.7790452735782
515,9,115.58424240853653
516,2,368.91666734560533
517,2,115.82102336174009
518,12,98.63517241095035
519,1,332.8089112663847
520,3,314.3492913751358
521,13,369.4813796432309
522,3,373.4432405617639
523,10,88.82145318392632
524,11,363.01624803975113
525,9,102.75802924229804
526,2,115.87801659218927
527,9,70.03850141918898
528,8,329.41337061577076
529,10,67.09922483336271
530,3,69.12163700571288
531,2,378.0912618940823
532,1,375.98074181241583
533,2,113.61719479526715
534,2,74.85022589160225
535,2,97.44366537442656
536,8,124.52624790776865
537,1,308.08951794015593
538,10,115.96568744352759
539,9,357.27506873178896
540,1,346.0638825608974
541,15,93.43449961922397
542,6,330.24751555440497
543,2,79.19635764495725
544,3,124.95100860252631
545,9,316.92703617489263
546,2,298.0856574277921
547,11,363.70936164446357
548,12,326.46565060393635
549,4,349.4907732305369
550,10,351.23088274344076
551,3,347.94217450662956
552,2,347.45000042986504
553,7,67.20351008390067
554,10,355.53159360499626
555,3,163.0762378550949
556,2,139.7978376965682
557,10,313.6360672874129
558,2,81.93868440207417
559,1,352.34632910598594
560,8,364.94067988821877
561,9,327.54687928944776
562,12,355.84917635531076
563,11,76.91763370561225
564,9,104.84423138667978
565,12,342.5430593141205
566,10,108.52906079207581
567,11,363.6921533299296
568,10,73.83036150119185
569,9,363.26877257251016
570,2,336.8502892991483
571,11,363.19845459678027
572,3,107.93808601690569
573,10,77.09537168969399
574,9,138.682615124151
575,2,343.90791005901093
576,2,361.83956242936637
577,11,372.00375272140576
578,6,345.73396984091937
579,9,96.70698603811229
580,8,98.85742991693105
581,11,376.41963209329316
582,2,351.8160363814014
583,14,376.3518722643291
584,4,111.06906297584597
585,9,141.46310122732712
586,4,79.12432599140143
587,13,124.40337058902034
588,11,107.90679938973513
589,2,325.0164812908246
590,1,279.85778897848604
591,7,324.0542935685804
592,12,386.32058450263827
593,11,366.1729257758859
594,12,55.96470307667796
595,1,101.59229922888024
596,7,84.36314556090034
597,8,346.9791619611927
598,3,350.7489520551369
599,2,324.2738702981236
600,12,363.86951715399124
601,13,334.82664803473955
602,9,288.20378238369335
603,14,336.59506184856644
604,10,141.57406858609247
605,2,309.683452494747
606,10,104.71844671409596
607,2,67.02346792236102
608,2,343.0939157872299
609,8,338.4540527578261
610,14,76.63755106318308
611,9,305.1536364276207
612,11,356.0137713954445
613,2,367.4975177056707
614,2,156.42855654468258
615,9,373.55772641855043
616,2,368.7633173626861
617,3,140.45638995894535
618,2,127.59603896357103
619,1,339.3317122857709
620,10,145.80642474850796
621,9,355.36524784843806
622,1,108.36734798445637
623,9,77.96224692952669
624,9,105.60396270737733
625,2,359.6224908473528
626,12,402.16915848303154
627,1,330.7034074850384
628,2,394.1471094759977
629,1,98.75360263516441
630,11,78.04419682742198
631,13,369.4830296485767
632,11,337.12376328756017
633,7,335.0828953414677
634,11,363.07797975695803
635,9,325.6523301129817
636,7,75.28013069851727
637,3,68.80679640002606
638,3,111.77947382723788
639,2,124.58196058723635
640,3,351.56425561443035
641,14,109.53056893860665
642,6,355.11743183138157
643,8,305.91767972282474
644,10,91.01948905355557
645,9,330.5587255034301
646,5,412.5867355988319
647,12,320.4750215787524
648,12,336.7629200251667
649,2,330.0010240135906
650,10,78.8331047948547
651,8,126.33898263985952
652,12,356.75788552358574
653,10,377.82006776143567
654,3,310.41283701036923
655,2,83.73411292017762
656,15,332.9136567845389
657,10,118.14411166327052
658,9,77.02048713569226
659,7,372.4350775138171
660,9,342.42364347962075
661,10,56.53630312645056
662,5,356.1263058523187
663,8,337.04684212938224
664,10,55.66580822652397
665,11,80.77303543825884
666,2,61.98859646211615
667,10,367.6843926303129
668,11,336.4723123277385
669,11,395.9232435735289
670,9,389.90212647247984
671,15,78.3683380219828
672,8,356.4665881055149
673,2,337.9461210070193
674,9,355.01087873977167
675,11,319.0562496310516
676,2,330.3123609869019
677,10,297.99161987481386
678,9,124.66172260167805
679,1,345.7717723043351
680,4,387.92559677706186
681,10,385.92924862323326
682,2,92.38400983965143
683,7,62.740419932628875
684,3,125.06379953886749
685,2,309.25111112967755
686,3,365.9453340394176
687,8,336.50443851794194
688,3,318.3869668864992
689,10,108.48615777219425
690,10,353.25522752241335
691,12,370.61292395435873
692,10,368.0915266034087
693,2,346.12670817515294
694,3,19.38409145598179
695,9,385.9438010664928
696,13,335.1835008670782
697,3,100.80603615842251
698,3,363.0194577209712
699,3,394.1492150421897
700,2,87.15431086787711
701,1,360.49578076000574
702,10,119.69887642444246
703,9,386.1966116550194
704,9,375.1478901735682
705,3,386.20822833993105
706,2,354.7416460030648
707,2,81.1912693462327
708,11,344.66386049499425
709,9,133.80081140109883
710,2,357.7669005015962
711,3,351.79319839698167
712,9,149.35391699596406
713,3,103.46089986224352
714,2,90.78121351544424
715,11,305.9771244592854
716,9,394.43068548845633
717,12,364.7558159753846
718,12,359.3956814582341
719,9,368.9625612405218
720,6,359.46751292989507
721,1,335.32991462797685
722,4,311.7906169803548
723,2,342.78506757320133
724,2,299.2871913002586
725,15,363.66604714891366
726,1,161.56299910018828
727,10,108.86489890823718
728,14,352.7661055908436
729,3,376.71880457153287
730,11,371.6583862232205
731,11,333.2402878111167
732,7,356.18452530299004
733,2,323.70167097820195
734,3,369.49993349139316
735,9,319.4059936424324
736,9,357.3954943415924
737,11,329.4517286004155
738,6,344.0074873518566
739,14,368.4804051924433
740,2,371.73486836381875
741,9,91.23135781974001
742,8,315.451010554972
743,10,122.06677536247997
744,2,352.07133607472866
745,10,341.3704859033761
746,2,131.3590477863584
747,8,102.20980050734663
748,13,355.9640003808576
749,9,87.5266057271768
750,2,357.47520995905325
751,7,102.4374946911142
752,14,348.063042578211
753,10,71.87349526916712
754,2,354.5301628123815
755,9,338.31617365883136
756,2,322.41673534056184
757,11,66.83869876611692
758,9,350.8268785178705
759,2,345.5051879531506
760,9,387.0676745320976
761,1,364.7612777794832
762,11,317.1845035813225
763,6,107.82023113866136
764,1,60.34442225847539
765,1,68.10252807370695
766,2,354.0422502485865
767,12,320.6029935202183
768,2,87.13721119037749
769,8,58.29124389671451
770,9,308.5396371906899
771,11,106.488146833718
772,11,339.8186760064714
773,8,325.4158269930491
774,2,304.8402270264344
775,9,342.6041369731131
776,2,357.21004212669214
777,9,123.27640874974051
778,8,361.85218943818734
779,9,113.80014594000696
780,2,121.82242033100309
781,13,341.7742311893749
782,10,111.2109947317914
783,1,301.97243439031
784,8,350.4444186911297
785,10,93.20693742412921
786,8,324.8706007568124
787,10,392.0477429638138
788,2,370.3442362499099
789,3,368.47299589651453
790,1,359.8191744173676
791,2,335.46062955916466
792,12,41.57169137754633
793,3,309.2732796988055
794,8,314.3597388473164
795,13,355.267743696282
796,2,366.20487994280654
797,3,86.83422797260528
798,2,101.38740622972662
799,3,93.57113154692351
800,3,88.96736898696868
801,1,138.4319687802309
802,2,389.687661714524
803,8,326.1408420281492
804,4,74.55694147444122
805,3,324.3983707878973
806,11,97.67932074591116
807,3,118.02170834584422
808,6,109.7147365347091
809,9,105.66641747651605
810,11,386.5442226148188
811,11,353.51384463514984
812,8,331.8847125817475
813,3,357.55254345502664
814,15,361.6112492869505
815,3,367.7777995666523
816,10,79.05588081711203
817,10,376.8276156386143
818,2,342.1333510108947
819,1,333.60209719515746
820,2,369.4736878919249
821,10,334.02497901576066
822,3,305.9153987676273
823,10,322.8050371421278
824,8,367.06452806999386
825,4,364.4170808602458
826,13,401.4072526489533
827,3,276.52654569663576
828,2,342.2349509943232
829,2,113.60006621665443
830,9,312.404665301107
831,11,103.4384876906798
832,10,92.33821589211533
833,2,91.08647465616112
834,2,358.2747923127995
835,6,341.45871324954817
836,3,365.25185722702923
837,13,363.87526096991456
838,3,345.7761260769718
839,9,121.12816860293601
840,12,111.09936995827533
841,3,66.04849687065838
842,8,352.2474469822221
843,11,71.4761413590162
844,3,346.5368568416602
845,13,360.4924588854252
846,1,334.19219596836217
847,8,90.35314468954938
848,10,373.8100289242259
849,1,64.08648038516971
850,3,83.16424804640538
851,7,367.762655052878
852,1,85.01497825948402
853,7,349.9613276410706
854,9,338.104400776358
855,11,74.47652597754852
856,2,98.93724640665033
857,12,330.31115562685665
858,10,60.946700537010116
859,8,64.63903507454405
860,4,346.5299220475047
861,3,336.1922989260691
862,2,125.89481381032934
863,7,337.34260582596744
864,13,354.36827536223524
865,1,82.13234377783502
866,2,130.27540429026217
867,10,335.4027027106647
868,11,374.7891508491839
869,13,337.92836180951053
870,1,88.05393112629581
871,3,363.91316156233796
872,12,71.6074598689358
873,7,372.834207960342
874,6,105.27093644557617
875,10,368.3280177087741
876,3,91.17405723870384
877,3,340.1147760126413
878,11,367.1260243642362
879,2,128.2270371507394
880,2,341.8336930880494
881,14,128.40769282095232
882,13,355.96184165819653
883,2,327.436445058395
884,4,65.13195887816096
885,2,141.16110194368704
886,2,145.94807894769355
887,8,133.69912270639142
888,8,371.61675760984997
889,3,365.3189471659047
890,3,116.63809881386106
891,11,118.09075381105495
892,2,360.9581867888786
893,1,104.98699041963609
894,7,315.26965376956014
895,11,365.9583291972792
896,2,351.0312064334733
897,7,374.0254375923679
898,2,338.68258019017884
899,1,394.82565825986677
900,1,336.52322250537867
901,10,322.16056209457577
902,2,323.4136551035681
903,1,353.26408803797244
904,9,97.18357695765036
905,2,102.7857583255533
906,10,383.0040251344546
907,7,359.3179794906061
908,12,115.06894797096582
909,2,392.7361919452675
910,3,333.8889018391507
911,13,352.45704191028335
912,1,69.95795365240328
913,4,350.19293278572616
914,3,108.36035996862823
915,1,134.9947328959048
916,10,345.1739052346273
917,13,129.99157838389303
918,5,109.32104414617186
919,12,94.61626601852109
920,2,341.35221738859144
921,1,327.09207810447117
922,10,343.8356447285446
923,10,355.0610176101207
924,2,100.28350107087209
925,10,305.7986836358745
926,2,349.39338341368517
927,1,382.4257154932634
928,11,72.54684828900862
929,10,377.1101640501159
930,2,107.32382321838078
931,11,340.42581624127365
932,1,77.65871077887759
933,3,384.191368834634
934,8,135.22143929199407
935,12,72.15702909801522
936,3,305.57025150100776
937,15,345.58338767903734
938,3,381.83747724347285
939,10,342.21598609291425
940,2,106.34800903742364
941,6,41.808541850939896
942,1,391.8094362835226
943,3,332.7542957669822
944,12,344.2426911894713
945,12,349.85605189954964
946,2,361.8509931043517
947,3,311.3301708903026
948,10,110.06451466853451
949,9,297.06784894616084
950,4,338.1625479242359
951,4,332.9113991743224
952,12,383.0070167182201
953,11,367.94863843474036
954,7,135.4605905508478
955,9,347.12834088487654
956,3,81.74707923828421
957,3,111.91100045557982
958,7,390.66962504517414
959,3,357.28311518335755
960,14,343.2920863457062
961,2,92.54848054728758
962,10,381.2034911534263
963,2,66.62104941306669
964,3,366.39211673252663
965,11,370.51564835349495
966,4,365.92985048878825
967,8,391.4273310691731
968,8,126.82029092858636
969,1,86.91647335857891
970,3,382.1053976624778
971,10,394.8602087333944
972,1,318.5860130993358
973,9,308.1485560989097
974,3,326.90246391953224
975,1,137.8929450849284
976,1,361.9379391285965
977,8,372.3165850977
978,2,118.31066145581224
979,2,361.9092467943226
980,14,83.6782209840968
981,7,87.43949136015226
982,7,380.53851119901935
983,12,394.20040949613673
984,7,94.68159754294761
985,10,98.52774783031016
986,1,369.6437460778953
987,6,375.644574454866
988,8,97.36715396580519
989,1,106.84050900425717
990,2,83.39814201163406
991,3,316.88260828814254
992,9,383.250317616282
993,9,331.0127552106044
994,10,366.25384133874604
995,11,319.34474727561405
996,4,354.349404893087
997,14,378.13537977459765
998,10,107.52719820670805
999,9,115.22845739943651
1000,5,363.49291669373264
1001,7,103.16150828646725
1002,11,328.71142094004506
1003,9,61.746356594919924
1004,7,356.34773510927585
1005,8,319.92233609901626
1006,2,87.68588322418546
1007,8,360.6471705022881
1008,1,345.78923928024835
1009,1,163.688217013526
1010,14,113.80635754757292
1011,11,103.59704748323134
1012,9,324.3809595681919
1013,11,128.4020865518586
1014,8,346.3289907578062
1015,1,353.27775792978895
1016,2,321.13782215063236
1017,11,364.20656803455563
1018,9,67.63300538079503
1019,6,349.3046848198292
1020,11,177.32817735344145
1021,2,80.65558181926504
1022,3,68.12217672247736
1023,8,91.03284507328945
1024,2,371.9324498071504
1025,9,360.3728240231271
1026,3,360.80927769391707
1027,10,362.3482727637391
1028,2,353.805263856291
1029,9,92.77443543427258
1030,10,373.12026942077733
1031,3,115.95940214446648
1032,12,335.06166122810305
1033,1,114.34170092454218
1034,8,348.3390259700309
1035,3,66.50113497659572
1036,10,91.55857918633983
1037,1,367.3230339622325
1038,3,328.88474329524604
1039,2,66.38630483812571
1040,2,106.88020451786271
1041,3,386.9556946961521
1042,8,345.621116887196
1043,11,346.2903185878226
1044,2,353.94190777773554
1045,10,84.74515340976977
1046,3,357.0541002035256
1047,10,87.40067239509881
1048,3,86.36920837114121
1049,1,115.21783579613044
1050,2,318.41136877172914
1051,6,141.54867983571165
1052,9,93.76207887680438
1053,1,90.53908912643071
1054,3,336.3086579951246
1055,1,110.45890857515414
1056,8,353.6898759861193
1057,3,89.77168739494267
1058,8,360.4829238416567
1059,3,134.04002048587165
1060,12,364.66881843072366
1061,12,349.68288980048305
1062,10,362.07966970985063
1063,12,72.59580716273379
1064,10,319.20662374545833
1065,13,373.322247837937
1066,14,375.8585895975769
1067,9,113.1742588278717
1068,2,75.62988574855183
1069,11,268.9397993143978
1070,2,344.75714803627767
1071,7,342.9784371820278
1072,12,367.8319330083767
1073,2,118.43269699613441
1074,2,132.44178034229472
1075,8,80.67528900437911
1076,1,97.50399542205027
1077,9,57.84428377965229
1078,12,364.35716914012596
1079,2,77.97811491151532
1080,3,363.5227425615899
1081,10,337.56660656275113
1082,1,81.98642412318904
1083,11,103.9009677702857
1084,13,346.04323172487676
1085,12,95.97038326132223
1086,8,374.429087952687
1087,2,109.98983707308803
1088,2,129.54136231428512
1089,7,362.8507435134322
1090,13,346.89926737173033
1091,1,96.23193892278935
1092,12,334.76343267020627
1093,3,387.9975259055375
1094,10,75.54118655457484
1095,10,358.4909600218609
1096,2,302.10805855067235
1097,1,338.9541582628988
1098,3,380.3517364642708
1099,1,104.88378017719798
1100,10,308.84949620507905
1101,3,345.3068841495803
1102,3,321.16912350998473
1103,1,382.6585486159922
1104,10,102.12534720759852
1105,3,101.48353002999639
1106,15,343.1095252880361
1107,7,100.91072951419136
1108,9,354.2761894002205
1109,1,101.17479182930401
1110,3,339.5945078432263
1111,10,111.6673820876484
1112,11,352.82877920800416
1113,2,335.0010661967202
1114,3,86.6489397962728
1115,8,381.5581722487021
1116,2,378.7128396405441
1117,8,111.46549946412874
1118,2,107.79519869987892
1119,9,404.5401456356028
1120,2,114.60279123954052
1121,3,362.6297069896917
1122,11,340.06175040947693
1123,11,106.99494572731824
1124,3,352.78685839547984
1125,11,320.73551678412133
1126,11,333.08716555431306
1127,2,360.75305871611346
1128,3,94.5810444579529
1129,14,58.84115012902702
1130,8,354.5775622678787
1131,6,372.4564140659548
1132,9,357.38080961082534
1133,2,321.0093819507373
1134,2,384.59951497276734
1135,1,329.5194303295303
1136,5,290.56935186986954
1137,1,111.58316513654437
1138,3,344.1325786473753
1139,5,83.60323547660596
1140,3,319.05283969323045
1141,3,99.37069310880666
1142,3,335.87154426904
1143,8,92.64083399345591
1144,3,362.1765178381266
1145,12,379.11726060201926
1146,1,379.35190127162537
1147,2,338.91372200981493
1148,1,400.9712911453514
1149,2,364.6491551436798
1150,3,310.0209598752252
1151,8,361.99592481861265
1152,11,79.8271485958375
1153,9,128.09212266030593
1154,2,383.699597004713
